日期,股票,权益,再平衡,持有数量,持有成本,现金价值,当日盈亏,当日收益率,资产占比
2021/09/14,511880,341717.22,,2700.45,126.541,341717.22,43.21,0.0126%,25.1365%
2021/09/14,518880,336410.37,,92268.34,3.646,336410.37,369.07,0.1098%,24.7461%
2021/09/14,总结,1359448.2,0,,,,-3795.02,-0.2784%,
2021/09/15,510300,329438.82,,60939.48,5.406,329438.82,-3229.79,-0.9709%,24.2683%
2021/09/15,511010,348715.6,,2765.5,126.095,348715.6,63.61,0.0182%,25.6883%
2021/09/15,511880,341722.63,,2700.45,126.543,341722.63,5.4,0.0016%,25.1732%
2021/09/15,518880,337609.86,,92268.34,3.659,337609.86,1199.49,0.3566%,24.8702%
2021/09/15,总结,1357486.9,0,,,,-1961.29,-0.1443%,
2021/09/16,510300,326026.21,,60939.48,5.35,326026.21,-3412.61,-1.0359%,24.1362%
2021/09/16,511010,348259.29,,2765.5,125.93,348259.29,-456.31,-0.1309%,25.7821%
2021/09/16,511880,341744.23,,2700.45,126.551,341744.23,21.6,0.0063%,25.2998%
2021/09/16,518880,334749.54,,92268.34,3.628,334749.54,-2860.32,-0.8472%,24.7820%
2021/09/16,总结,1350779.27,0,,,,-6707.64,-0.4941%,
2021/09/17,510300,328402.85,,60939.48,5.389,328402.85,2376.64,0.7290%,24.3224%
2021/09/17,511010,348557.96,,2765.5,126.038,348557.96,298.67,0.0858%,25.8152%
2021/09/17,511880,341817.14,,2700.45,126.578,341817.14,72.91,0.0213%,25.3159%
2021/09/17,518880,331427.88,,92268.34,3.592,331427.88,-3321.66,-0.9923%,24.5465%
2021/09/17,总结,1350205.84,0,,,,-573.44,-0.0425%,
2021/09/22,510300,326391.84,,60939.48,5.356,326391.84,-2011.0,-0.6124%,24.1274%
2021/09/22,511010,348732.19,,2765.5,126.101,348732.19,174.23,0.0500%,25.7788%
2021/09/22,511880,341803.64,,2700.45,126.573,341803.64,-13.5,-0.0040%,25.2667%
2021/09/22,518880,335856.76,,92268.34,3.64,335856.76,4428.88,1.3363%,24.8271%
2021/09/22,总结,1352784.44,0,,,,2578.61,0.1910%,
2021/09/23,510300,328159.09,,60939.48,5.385,328159.09,1767.24,0.5414%,24.2758%
2021/09/23,511010,349188.5,,2765.5,126.266,349188.5,456.31,0.1308%,25.8315%
2021/09/23,511880,341819.84,,2700.45,126.579,341819.84,16.2,0.0047%,25.2864%
2021/09/23,518880,332627.37,,92268.34,3.605,332627.37,-3229.39,-0.9615%,24.6064%
2021/09/23,总结,1351794.8,0,,,,-989.64,-0.0732%,
2021/09/24,510300,328585.67,,60939.48,5.392,328585.67,426.58,0.1300%,24.3310%
2021/09/24,511010,349158.08,,2765.5,126.255,349158.08,-30.42,-0.0087%,25.8543%
2021/09/24,511880,341865.75,,2700.45,126.596,341865.75,45.91,0.0134%,25.3143%
2021/09/24,518880,330874.27,,92268.34,3.586,330874.27,-1753.1,-0.5270%,24.5004%
2021/09/24,总结,1350483.77,0,,,,-1311.03,-0.0970%,
2021/09/27,510300,330535.73,,60939.48,5.424,330535.73,1950.06,0.5935%,24.4334%
2021/09/27,511010,349147.01,,2765.5,126.251,349147.01,-11.06,-0.0032%,25.8092%
2021/09/27,511880,341876.55,,2700.45,126.6,341876.55,10.8,0.0032%,25.2717%
2021/09/27,518880,331243.35,,92268.34,3.59,331243.35,369.07,0.1115%,24.4857%
2021/09/27,总结,1352802.64,0,,,,2318.87,0.1717%,
2021/09/28,510300,329987.27,,60939.48,5.415,329987.27,-548.46,-0.1659%,24.4476%
2021/09/28,511010,349196.79,,2765.5,126.269,349196.79,49.78,0.0143%,25.8708%
2021/09/28,511880,341930.56,,2700.45,126.62,341930.56,54.01,0.0158%,25.3324%
2021/09/28,518880,328659.83,,92268.34,3.562,328659.83,-2583.51,-0.7799%,24.3492%
2021/09/28,总结,1349774.46,0,,,,-3028.18,-0.2238%,
2021/09/29,510300,327976.27,,60939.48,5.382,327976.27,-2011.0,-0.6094%,24.3272%
2021/09/29,511010,350031.97,,2765.5,126.571,350031.97,835.18,0.2392%,25.9631%
2021/09/29,511880,341981.87,,2700.45,126.639,341981.87,51.31,0.0150%,25.3660%
2021/09/29,518880,328198.49,,92268.34,3.557,328198.49,-461.34,-0.1404%,24.3437%
2021/09/29,总结,1348188.61,0,,,,-1585.85,-0.1175%,
2021/09/30,510300,328829.42,,60939.48,5.396,328829.42,853.15,0.2601%,24.3921%
2021/09/30,511010,350192.37,,2765.5,126.629,350192.37,160.4,0.0458%,25.9767%
2021/09/30,511880,342170.9,,2700.45,126.709,342170.9,189.03,0.0553%,25.3817%
2021/09/30,518880,326906.74,,92268.34,3.543,326906.74,-1291.76,-0.3936%,24.2495%
2021/09/30,总结,1348099.43,0,,,,-89.18,-0.0066%,
2021/10/08,510300,333156.13,,60939.48,5.467,333156.13,4326.7,1.3158%,24.5712%
2021/10/08,511010,349636.51,,2765.5,126.428,349636.51,-555.87,-0.1587%,25.7867%
2021/10/08,511880,342122.29,,2700.45,126.691,342122.29,-48.61,-0.0142%,25.2325%
2021/10/08,518880,330966.54,,92268.34,3.587,330966.54,4059.81,1.2419%,24.4097%
2021/10/08,总结,1355881.47,0,,,,7782.03,0.5773%,
2021/10/11,510300,333095.19,,60939.48,5.466,333095.19,-60.94,-0.0183%,24.5989%
2021/10/11,511010,349199.56,,2765.5,126.27,349199.56,-436.95,-0.1250%,25.7882%
2021/10/11,511880,342138.49,,2700.45,126.697,342138.49,16.2,0.0047%,25.2667%
2021/10/11,518880,329674.79,,92268.34,3.573,329674.79,-1291.76,-0.3903%,24.3463%
2021/10/11,总结,1354108.03,0,,,,-1773.45,-0.1308%,
2021/10/12,510300,329926.33,,60939.48,5.414,329926.33,-3168.85,-0.9513%,24.4006%
2021/10/12,511010,348690.71,,2765.5,126.086,348690.71,-508.85,-0.1457%,25.7884%
2021/10/12,511880,342170.9,,2700.45,126.709,342170.9,32.41,0.0095%,25.3062%
2021/10/12,518880,331335.62,,92268.34,3.591,331335.62,1660.83,0.5038%,24.5048%
2021/10/12,总结,1352123.56,0,,,,-1984.46,-0.1466%,
2021/10/13,510300,333338.94,,60939.48,5.47,333338.94,3412.61,1.0344%,24.5943%
2021/10/13,511010,348563.49,,2765.5,126.04,348563.49,-127.21,-0.0365%,25.7176%
2021/10/13,511880,342206.0,,2700.45,126.722,342206.0,35.11,0.0103%,25.2485%
2021/10/13,518880,331243.35,,92268.34,3.59,331243.35,-92.27,-0.0278%,24.4397%
2021/10/13,总结,1355351.79,0,,,,3228.24,0.2388%,
2021/10/14,510300,331693.58,,60939.48,5.443,331693.58,-1645.37,-0.4936%,24.4234%
2021/10/14,511010,348643.69,,2765.5,126.069,348643.69,80.2,0.0230%,25.6715%
2021/10/14,511880,342270.82,,2700.45,126.746,342270.82,64.81,0.0189%,25.2023%
2021/10/14,518880,335487.69,,92268.34,3.636,335487.69,4244.34,1.2813%,24.7028%
2021/10/14,总结,1358095.78,0,,,,2743.98,0.2025%,
2021/10/15,510300,333156.13,,60939.48,5.467,333156.13,1462.55,0.4409%,24.5170%
2021/10/15,511010,348591.15,,2765.5,126.05,348591.15,-52.54,-0.0151%,25.6529%
2021/10/15,511880,342287.02,,2700.45,126.752,342287.02,16.2,0.0047%,25.1890%
2021/10/15,518880,334841.81,,92268.34,3.629,334841.81,-645.88,-0.1925%,24.6411%
2021/10/15,总结,1358876.11,0,,,,780.33,0.0575%,
2021/10/18,510300,329621.64,,60939.48,5.409,329621.64,-3534.49,-1.0609%,24.4213%
2021/10/18,511010,347545.79,,2765.5,125.672,347545.79,-1045.36,-0.2999%,25.7493%
2021/10/18,511880,342241.11,,2700.45,126.735,342241.11,-45.91,-0.0134%,25.3563%
2021/10/18,518880,330320.66,,92268.34,3.58,330320.66,-4521.15,-1.3502%,24.4731%
2021/10/18,总结,1349729.2,0,,,,-9146.91,-0.6731%,
2021/10/19,510300,332485.79,,60939.48,5.456,332485.79,2864.16,0.8689%,24.5587%
2021/10/19,511010,347512.6,,2765.5,125.66,347512.6,-33.19,-0.0095%,25.6687%
2021/10/19,511880,342227.61,,2700.45,126.73,342227.61,-13.5,-0.0039%,25.2783%
2021/10/19,518880,331612.42,,92268.34,3.594,331612.42,1291.76,0.3911%,24.4942%
2021/10/19,总结,1353838.43,0,,,,4109.23,0.3044%,
2021/10/20,510300,331632.64,,60939.48,5.442,331632.64,-853.15,-0.2566%,24.5252%
2021/10/20,511010,347623.22,,2765.5,125.7,347623.22,110.62,0.0318%,25.7078%
2021/10/20,511880,342265.41,,2700.45,126.744,342265.41,37.81,0.0110%,25.3115%
2021/10/20,518880,330689.74,,92268.34,3.584,330689.74,-922.68,-0.2782%,24.4555%
2021/10/20,总结,1352211.02,0,,,,-1627.4,-0.1202%,
2021/10/21,510300,332973.31,,60939.48,5.464,332973.31,1340.67,0.4043%,24.5625%
2021/10/21,511010,348115.48,,2765.5,125.878,348115.48,492.26,0.1416%,25.6795%
2021/10/21,511880,342270.82,,2700.45,126.746,342270.82,5.4,0.0016%,25.2483%
2021/10/21,518880,332258.3,,92268.34,3.601,332258.3,1568.56,0.4743%,24.5097%
2021/10/21,总结,1355617.91,0,,,,3406.89,0.2519%,
2021/10/22,510300,334984.31,,60939.48,5.497,334984.31,2011.0,0.6040%,24.6572%
2021/10/22,511010,347714.49,,2765.5,125.733,347714.49,-401.0,-0.1152%,25.5942%
2021/10/22,511880,342316.72,,2700.45,126.763,342316.72,45.91,0.0134%,25.1969%
2021/10/22,518880,333550.06,,92268.34,3.615,333550.06,1291.76,0.3888%,24.5516%
2021/10/22,总结,1358565.58,0,,,,2947.67,0.2174%,
2021/10/25,510300,336020.28,,60939.48,5.514,336020.28,1035.97,0.3093%,24.7279%
2021/10/25,511010,347789.15,,2765.5,125.76,347789.15,74.67,0.0215%,25.5939%
2021/10/25,511880,342343.73,,2700.45,126.773,342343.73,27.0,0.0079%,25.1932%
2021/10/25,518880,332719.64,,92268.34,3.606,332719.64,-830.42,-0.2490%,24.4850%
2021/10/25,总结,1358872.81,0,,,,307.22,0.0226%,
2021/10/26,510300,334984.31,,60939.48,5.497,334984.31,-1035.97,-0.3083%,24.6403%
2021/10/26,511010,348046.35,,2765.5,125.853,348046.35,257.19,0.0740%,25.6011%
2021/10/26,511880,342362.63,,2700.45,126.78,342362.63,18.9,0.0055%,25.1830%
2021/10/26,518880,334103.67,,92268.34,3.621,334103.67,1384.03,0.4160%,24.5755%
2021/10/26,总结,1359496.95,0,,,,624.15,0.0459%,
2021/10/27,510300,330962.31,,60939.48,5.431,330962.31,-4022.01,-1.2007%,24.4592%
2021/10/27,511010,348145.9,,2765.5,125.889,348145.9,99.56,0.0286%,25.7291%
2021/10/27,511880,342400.44,,2700.45,126.794,342400.44,37.81,0.0110%,25.3045%
2021/10/27,518880,331612.42,,92268.34,3.594,331612.42,-2491.25,-0.7457%,24.5072%
2021/10/27,总结,1353121.07,0,,,,-6375.89,-0.4690%,
2021/10/28,510300,329682.58,,60939.48,5.41,329682.58,-1279.73,-0.3867%,24.3314%
2021/10/28,511010,348090.59,,2765.5,125.869,348090.59,-55.31,-0.0159%,25.6900%
2021/10/28,511880,342351.83,,2700.45,126.776,342351.83,-48.61,-0.0142%,25.2664%
2021/10/28,518880,334841.81,,92268.34,3.629,334841.81,3229.39,0.9738%,24.7122%
2021/10/28,总结,1354966.81,0,,,,1845.74,0.1364%,
2021/10/29,510300,331632.64,,60939.48,5.442,331632.64,1950.06,0.5915%,24.4676%
2021/10/29,511010,348358.85,,2765.5,125.966,348358.85,268.25,0.0771%,25.7017%
2021/10/29,511880,342405.84,,2700.45,126.796,342405.84,54.01,0.0158%,25.2625%
2021/10/29,518880,332996.45,,92268.34,3.609,332996.45,-1845.37,-0.5511%,24.5682%
2021/10/29,总结,1355393.77,0,,,,426.95,0.0315%,
2021/11/01,510300,330657.61,,60939.48,5.426,330657.61,-975.03,-0.2940%,24.4335%
2021/11/01,511010,348610.51,,2765.5,126.057,348610.51,251.66,0.0722%,25.7601%
2021/11/01,511880,342416.64,,2700.45,126.8,342416.64,10.8,0.0032%,25.3024%
2021/11/01,518880,331612.42,,92268.34,3.594,331612.42,-1384.03,-0.4156%,24.5040%
2021/11/01,总结,1353297.18,0,,,,-2096.6,-0.1547%,
2021/11/02,510300,327488.76,,60939.48,5.374,327488.76,-3168.85,-0.9583%,24.2127%
2021/11/02,511010,348889.82,,2765.5,126.158,348889.82,279.32,0.0801%,25.7949%
2021/11/02,511880,342438.24,,2700.45,126.808,342438.24,21.6,0.0063%,25.3179%
2021/11/02,518880,333734.59,,92268.34,3.617,333734.59,2122.17,0.6400%,24.6744%
2021/11/02,总结,1352551.41,0,,,,-745.76,-0.0551%,
2021/11/03,510300,326269.97,,60939.48,5.354,326269.97,-1218.79,-0.3722%,24.1854%
2021/11/03,511010,349160.84,,2765.5,126.256,349160.84,271.02,0.0777%,25.8822%
2021/11/03,511880,342454.45,,2700.45,126.814,342454.45,16.2,0.0047%,25.3851%
2021/11/03,518880,331151.08,,92268.34,3.589,331151.08,-2583.51,-0.7741%,24.5472%
2021/11/03,总结,1349036.33,0,,,,-3515.08,-0.2599%,
2021/11/04,510300,329134.12,,60939.48,5.401,329134.12,2864.16,0.8778%,24.3712%
2021/11/04,511010,349039.16,,2765.5,126.212,349039.16,-121.68,-0.0348%,25.8451%
2021/11/04,511880,342473.35,,2700.45,126.821,342473.35,18.9,0.0055%,25.3589%
2021/11/04,518880,329859.32,,92268.34,3.575,329859.32,-1291.76,-0.3901%,24.4249%
2021/11/04,总结,1350505.95,0,,,,1469.62,0.1089%,
2021/11/05,510300,328098.15,,60939.48,5.384,328098.15,-1035.97,-0.3148%,24.2252%
2021/11/05,511010,349393.14,,2765.5,126.34,349393.14,353.98,0.1014%,25.7975%
2021/11/05,511880,342494.95,,2700.45,126.829,342494.95,21.6,0.0063%,25.2882%
2021/11/05,518880,334380.47,,92268.34,3.624,334380.47,4521.15,1.3706%,24.6891%
2021/11/05,总结,1354366.72,0,,,,3860.76,0.2859%,
2021/11/08,510300,327854.39,,60939.48,5.38,327854.39,-243.76,-0.0743%,24.1464%
2021/11/08,511010,349705.65,,2765.5,126.453,349705.65,312.5,0.0894%,25.7557%
2021/11/08,511880,342516.56,,2700.45,126.837,342516.56,21.6,0.0063%,25.2262%
2021/11/08,518880,337702.13,,92268.34,3.66,337702.13,3321.66,0.9934%,24.8717%
2021/11/08,总结,1357778.73,0,,,,3412.0,0.2519%,
2021/11/09,510300,327732.51,,60939.48,5.378,327732.51,-121.88,-0.0372%,24.1264%
2021/11/09,511010,349406.97,,2765.5,126.345,349406.97,-298.67,-0.0854%,25.7219%
2021/11/09,511880,342543.56,,2700.45,126.847,342543.56,27.0,0.0079%,25.2167%
2021/11/09,518880,338717.08,,92268.34,3.671,338717.08,1014.95,0.3005%,24.9350%
2021/11/09,总结,1358400.13,0,,,,621.4,0.0458%,
2021/11/10,510300,326209.03,,60939.48,5.353,326209.03,-1523.49,-0.4649%,24.0357%
2021/11/10,511010,349857.75,,2765.5,126.508,349857.75,450.78,0.1290%,25.7782%
2021/11/10,511880,342584.07,,2700.45,126.862,342584.07,40.51,0.0118%,25.2423%
2021/11/10,518880,338532.55,,92268.34,3.669,338532.55,-184.54,-0.0545%,24.9438%
2021/11/10,总结,1357183.39,0,,,,-1216.74,-0.0896%,
2021/11/11,510300,331084.18,,60939.48,5.433,331084.18,4875.16,1.4945%,24.2244%
2021/11/11,511010,349760.96,,2765.5,126.473,349760.96,-96.79,-0.0277%,25.5909%
2021/11/11,511880,342565.16,,2700.45,126.855,342565.16,-18.9,-0.0055%,25.0644%
2021/11/11,518880,343330.5,,92268.34,3.721,343330.5,4797.95,1.4173%,25.1204%
2021/11/11,总结,1366740.8,0,,,,9557.42,0.7042%,
2021/11/12,510300,330962.31,,60939.48,5.431,330962.31,-121.88,-0.0368%,24.2224%
2021/11/12,511010,349379.32,,2765.5,126.335,349379.32,-381.64,-0.1091%,25.5703%
2021/11/12,511880,342584.07,,2700.45,126.862,342584.07,18.9,0.0055%,25.0730%
2021/11/12,518880,343422.77,,92268.34,3.722,343422.77,92.27,0.0269%,25.1343%
2021/11/12,总结,1366348.46,0,,,,-392.35,-0.0287%,
2021/11/15,510300,330596.67,,60939.48,5.425,330596.67,-365.64,-0.1105%,24.2066%
2021/11/15,511010,349639.27,,2765.5,126.429,349639.27,259.96,0.0744%,25.6010%
2021/11/15,511880,342621.87,,2700.45,126.876,342621.87,37.81,0.0110%,25.0871%
2021/11/15,518880,342869.16,,92268.34,3.716,342869.16,-553.61,-0.1612%,25.1052%
2021/11/15,总结,1365726.97,0,,,,-621.48,-0.0455%,
2021/11/16,510300,330352.91,,60939.48,5.421,330352.91,-243.76,-0.0737%,24.1641%
2021/11/16,511010,349772.02,,2765.5,126.477,349772.02,132.74,0.0380%,25.5845%
2021/11/16,511880,342654.28,,2700.45,126.888,342654.28,32.41,0.0095%,25.0639%
2021/11/16,518880,344345.45,,92268.34,3.732,344345.45,1476.29,0.4306%,25.1876%
2021/11/16,总结,1367124.66,0,,,,1397.68,0.1023%,
2021/11/17,510300,330291.97,,60939.48,5.42,330291.97,-60.94,-0.0184%,24.1798%
2021/11/17,511010,349777.55,,2765.5,126.479,349777.55,5.53,0.0016%,25.6063%
2021/11/17,511880,342673.18,,2700.45,126.895,342673.18,18.9,0.0055%,25.0862%
2021/11/17,518880,343238.23,,92268.34,3.72,343238.23,-1107.22,-0.3215%,25.1276%
2021/11/17,总结,1365980.93,0,,,,-1143.73,-0.0837%,
2021/11/18,510300,327610.63,,60939.48,5.376,327610.63,-2681.34,-0.8118%,24.0017%
2021/11/18,511010,350004.32,,2765.5,126.561,350004.32,226.77,0.0648%,25.6424%
2021/11/18,511880,342708.29,,2700.45,126.908,342708.29,35.11,0.0102%,25.1078%
2021/11/18,518880,344622.26,,92268.34,3.735,344622.26,1384.03,0.4032%,25.2481%
2021/11/18,总结,1364945.5,0,,,,-1035.43,-0.0758%,
2021/11/19,510300,330962.31,,60939.48,5.431,330962.31,3351.67,1.0231%,24.1994%
2021/11/19,511010,349802.44,,2765.5,126.488,349802.44,-201.88,-0.0577%,25.5770%
2021/11/19,511880,342719.09,,2700.45,126.912,342719.09,10.8,0.0032%,25.0591%
2021/11/19,518880,344160.92,,92268.34,3.73,344160.92,-461.34,-0.1339%,25.1645%
2021/11/19,总结,1367644.75,0,,,,2699.25,0.1978%,
2021/11/22,510300,331754.52,,60939.48,5.444,331754.52,792.21,0.2394%,24.2964%
2021/11/22,511010,349935.18,,2765.5,126.536,349935.18,132.74,0.0379%,25.6279%
2021/11/22,511880,342732.59,,2700.45,126.917,342732.59,13.5,0.0039%,25.1004%
2021/11/22,518880,341023.79,,92268.34,3.696,341023.79,-3137.12,-0.9115%,24.9753%
2021/11/22,总结,1365446.08,0,,,,-2198.67,-0.1608%,
2021/11/23,510300,331937.34,,60939.48,5.447,331937.34,182.82,0.0551%,24.4117%
2021/11/23,511010,349940.71,,2765.5,126.538,349940.71,5.53,0.0016%,25.7358%
2021/11/23,511880,342748.79,,2700.45,126.923,342748.79,16.2,0.0047%,25.2068%
2021/11/23,518880,335118.62,,92268.34,3.632,335118.62,-5905.17,-1.7316%,24.6457%
2021/11/23,总结,1359745.46,0,,,,-5700.62,-0.4175%,
2021/11/24,510300,332607.67,,60939.48,5.458,332607.67,670.33,0.2019%,24.4757%
2021/11/24,511010,350192.37,,2765.5,126.629,350192.37,251.66,0.0719%,25.7698%
2021/11/24,511880,342762.3,,2700.45,126.928,342762.3,13.5,0.0039%,25.2230%
2021/11/24,518880,333365.52,,92268.34,3.613,333365.52,-1753.1,-0.5231%,24.5315%
2021/11/24,总结,1358927.86,0,,,,-817.61,-0.0601%,
2021/11/25,510300,331449.82,,60939.48,5.439,331449.82,-1157.85,-0.3481%,24.4107%
2021/11/25,511010,350388.72,,2765.5,126.7,350388.72,196.35,0.0561%,25.8056%
2021/11/25,511880,342783.9,,2700.45,126.936,342783.9,21.6,0.0063%,25.2455%
2021/11/25,518880,333180.98,,92268.34,3.611,333180.98,-184.54,-0.0554%,24.5382%
2021/11/25,总结,1357803.43,0,,,,-1124.44,-0.0827%,
2021/11/26,510300,328890.36,,60939.48,5.397,328890.36,-2559.46,-0.7722%,24.2267%
2021/11/26,511010,351091.16,,2765.5,126.954,351091.16,702.44,0.2005%,25.8620%
2021/11/26,511880,342824.41,,2700.45,126.951,342824.41,40.51,0.0118%,25.2531%
2021/11/26,518880,334749.54,,92268.34,3.628,334749.54,1568.56,0.4708%,24.6583%
2021/11/26,总结,1357555.48,0,,,,-247.95,-0.0183%,
2021/11/29,510300,328463.79,,60939.48,5.39,328463.79,-426.58,-0.1297%,24.2345%
2021/11/29,511010,350640.38,,2765.5,126.791,350640.38,-450.78,-0.1284%,25.8707%
2021/11/29,511880,342794.7,,2700.45,126.94,342794.7,-29.7,-0.0087%,25.2918%
2021/11/29,518880,333457.79,,92268.34,3.614,333457.79,-1291.76,-0.3859%,24.6030%
2021/11/29,总结,1355356.66,0,,,,-2198.82,-0.1620%,
2021/11/30,510300,327366.88,,60939.48,5.372,327366.88,-1096.91,-0.3340%,24.1864%
2021/11/30,511010,350690.16,,2765.5,126.809,350690.16,49.78,0.0142%,25.9096%
2021/11/30,511880,342832.51,,2700.45,126.954,342832.51,37.81,0.0110%,25.3290%
2021/11/30,518880,332627.37,,92268.34,3.605,332627.37,-830.42,-0.2490%,24.5750%
2021/11/30,总结,1353516.92,0,,,,-1839.74,-0.1357%,
2021/12/01,510300,328159.09,,60939.48,5.385,328159.09,792.21,0.2420%,24.2559%
2021/12/01,511010,350527.0,,2765.5,126.75,350527.0,-163.16,-0.0465%,25.9093%
2021/12/01,511880,342881.12,,2700.45,126.972,342881.12,48.61,0.0142%,25.3441%
2021/12/01,518880,331335.62,,92268.34,3.591,331335.62,-1291.76,-0.3883%,24.4907%
2021/12/01,总结,1352902.82,0,,,,-614.1,-0.0454%,
2021/12/02,510300,328768.48,,60939.48,5.395,328768.48,609.39,0.1857%,24.3197%
2021/12/02,511010,350344.48,,2765.5,126.684,350344.48,-182.52,-0.0521%,25.9157%
2021/12/02,511880,342889.22,,2700.45,126.975,342889.22,8.1,0.0024%,25.3642%
2021/12/02,518880,329859.32,,92268.34,3.575,329859.32,-1476.29,-0.4456%,24.4004%
2021/12/02,总结,1351861.5,0,,,,-1041.32,-0.0770%,
2021/12/03,510300,331510.76,,60939.48,5.44,331510.76,2742.28,0.8341%,24.4960%
2021/12/03,511010,349863.28,,2765.5,126.51,349863.28,-481.2,-0.1373%,25.8521%
2021/12/03,511880,342921.62,,2700.45,126.987,342921.62,32.41,0.0095%,25.3392%
2021/12/03,518880,329028.91,,92268.34,3.566,329028.91,-830.42,-0.2517%,24.3126%
2021/12/03,总结,1353324.57,0,,,,1463.07,0.1082%,
2021/12/06,510300,331206.06,,60939.48,5.435,331206.06,-304.7,-0.0919%,24.4226%
2021/12/06,511010,350557.42,,2765.5,126.761,350557.42,694.14,0.1984%,25.8495%
2021/12/06,511880,342956.73,,2700.45,127.0,342956.73,35.11,0.0102%,25.2890%
2021/12/06,518880,331427.88,,92268.34,3.592,331427.88,2398.98,0.7291%,24.4389%
2021/12/06,总结,1356148.1,0,,,,2823.53,0.2086%,
2021/12/07,510300,332912.37,,60939.48,5.463,332912.37,1706.31,0.5152%,24.5329%
2021/12/07,511010,350399.79,,2765.5,126.704,350399.79,-157.63,-0.0450%,25.8216%
2021/12/07,511880,342999.94,,2700.45,127.016,342999.94,43.21,0.0126%,25.2763%
2021/12/07,518880,330689.74,,92268.34,3.584,330689.74,-738.15,-0.2227%,24.3691%
2021/12/07,总结,1357001.83,0,,,,853.74,0.0630%,
2021/12/08,510300,337300.01,,60939.48,5.535,337300.01,4387.64,1.3180%,24.7666%
2021/12/08,511010,350485.52,,2765.5,126.735,350485.52,85.73,0.0245%,25.7348%
2021/12/08,511880,342975.63,,2700.45,127.007,342975.63,-24.3,-0.0071%,25.1834%
2021/12/08,518880,331151.08,,92268.34,3.589,331151.08,461.34,0.1395%,24.3152%
2021/12/08,总结,1361912.24,0,,,,4910.41,0.3619%,
2021/12/09,510300,342418.93,,60939.48,5.619,342418.93,5118.92,1.5176%,25.0744%
2021/12/09,511010,350361.07,,2765.5,126.69,350361.07,-124.45,-0.0355%,25.6560%
2021/12/09,511880,342970.23,,2700.45,127.005,342970.23,-5.4,-0.0016%,25.1148%
2021/12/09,518880,329859.32,,92268.34,3.575,329859.32,-1291.76,-0.3901%,24.1547%
2021/12/09,总结,1365609.55,0,,,,3697.31,0.2715%,
2021/12/10,510300,341504.84,,60939.48,5.604,341504.84,-914.09,-0.2670%,25.0362%
2021/12/10,511010,350579.54,,2765.5,126.769,350579.54,218.47,0.0624%,25.7015%
2021/12/10,511880,343024.24,,2700.45,127.025,343024.24,54.01,0.0157%,25.1476%
2021/12/10,518880,328936.64,,92268.34,3.565,328936.64,-922.68,-0.2797%,24.1148%
2021/12/10,总结,1364045.26,0,,,,-1564.29,-0.1145%,
2021/12/13,510300,342297.05,,60939.48,5.617,342297.05,792.21,0.2320%,25.0456%
2021/12/13,511010,350568.48,,2765.5,126.765,350568.48,-11.06,-0.0032%,25.6508%
2021/12/13,511880,343048.54,,2700.45,127.034,343048.54,24.3,0.0071%,25.1006%
2021/12/13,518880,330782.01,,92268.34,3.585,330782.01,1845.37,0.5610%,24.2030%
2021/12/13,总结,1366696.08,0,,,,2650.82,0.1943%,
2021/12/14,510300,340407.92,,60939.48,5.586,340407.92,-1889.12,-0.5519%,24.9262%
2021/12/14,511010,351113.28,,2765.5,126.962,351113.28,544.8,0.1554%,25.7101%
2021/12/14,511880,343083.65,,2700.45,127.047,343083.65,35.11,0.0102%,25.1221%
2021/12/14,518880,331058.81,,92268.34,3.588,331058.81,276.81,0.0837%,24.2416%
2021/12/14,总结,1365663.67,0,,,,-1032.4,-0.0755%,
2021/12/15,510300,337604.71,,60939.48,5.54,337604.71,-2803.22,-0.8235%,24.8315%
2021/12/15,511010,351143.71,,2765.5,126.973,351143.71,30.42,0.0087%,25.8274%
2021/12/15,511880,343094.45,,2700.45,127.051,343094.45,10.8,0.0031%,25.2353%
2021/12/15,518880,327737.15,,92268.34,3.552,327737.15,-3321.66,-1.0033%,24.1058%
2021/12/15,总结,1359580.02,0,,,,-6083.66,-0.4455%,
2021/12/16,510300,339250.07,,60939.48,5.567,339250.07,1645.37,0.4874%,24.8702%
2021/12/16,511010,351035.85,,2765.5,126.934,351035.85,-107.85,-0.0307%,25.7342%
2021/12/16,511880,343105.25,,2700.45,127.055,343105.25,10.8,0.0031%,25.1529%
2021/12/16,518880,330689.74,,92268.34,3.584,330689.74,2952.59,0.9009%,24.2427%
2021/12/16,总结,1364080.92,0,,,,4500.91,0.3311%,
2021/12/17,510300,334801.49,,60939.48,5.494,334801.49,-4448.58,-1.3113%,24.5396%
2021/12/17,511010,351522.58,,2765.5,127.11,351522.58,486.73,0.1387%,25.7652%
2021/12/17,511880,343164.66,,2700.45,127.077,343164.66,59.41,0.0173%,25.1526%
2021/12/17,518880,334841.81,,92268.34,3.629,334841.81,4152.08,1.2556%,24.5426%
2021/12/17,总结,1364330.55,0,,,,249.64,0.0183%,
2021/12/20,510300,330231.03,,60939.48,5.419,330231.03,-4570.46,-1.3651%,24.2952%
2021/12/20,511010,351456.21,,2765.5,127.086,351456.21,-66.37,-0.0189%,25.8567%
2021/12/20,511880,343178.17,,2700.45,127.082,343178.17,13.5,0.0039%,25.2477%
2021/12/20,518880,334380.47,,92268.34,3.624,334380.47,-461.34,-0.1378%,24.6004%
2021/12/20,总结,1359245.88,0,,,,-5084.67,-0.3727%,
